seq,is_true,is_ignore,path,x0,x1,y0,y1,col,,json_path
1,False,False,/data/crops/berlin_000373_000019_leftImg8bit_gF_2983,602,634,358,454,g,,berlin_000373_000019_gtFine_polygons.json
2,False,False,/data/crops/berlin_000373_000019_leftImg8bit_gF_2984,1657,1689,184,280,g,,berlin_000373_000019_gtFine_polygons.json
0,False,False,/data/crops/berlin_000375_000019_leftImg8bit_rF_2985,892,924,221,317,r,,berlin_000375_000019_gtFine_polygons.json
1,False,False,/data/crops/berlin_000375_000019_leftImg8bit_gF_2986,743,775,47,143,g,,berlin_000375_000019_gtFine_polygons.json
2,False,False,/data/crops/berlin_000375_000019_leftImg8bit_gF_2987,1330,1362,-62,34,g,,berlin_000375_000019_gtFine_polygons.json
3,False,False,/data/crops/berlin_000375_000019_leftImg8bit_gF_2988,1348,1380,18,114,g,,berlin_000375_000019_gtFine_polygons.json
4,False,False,/data/crops/berlin_000375_000019_leftImg8bit_gF_2989,1155,1187,41,137,g,,berlin_000375_000019_gtFine_polygons.json
0,False,False,/data/crops/berlin_000376_000019_leftImg8bit_rF_2990,882,914,409,505,r,,berlin_000376_000019_gtFine_polygons.json
1,False,False,/data/crops/berlin_000376_000019_leftImg8bit_gF_2991,530,562,45,141,g,,berlin_000376_000019_gtFine_polygons.json
0,False,False,/data/crops/berlin_000377_000019_leftImg8bit_rF_2992,1124,1156,425,521,r,,berlin_000377_000019_gtFine_polygons.json
1,False,False,/data/crops/berlin_000377_000019_leftImg8bit_gF_2993,744,776,-21,75,g,,berlin_000377_000019_gtFine_polygons.json
2,False,False,/data/crops/berlin_000377_000019_leftImg8bit_gF_2994,847,879,171,267,g,,berlin_000377_000019_gtFine_polygons.json
0,False,False,/data/crops/berlin_000378_000019_leftImg8bit_rF_2995,710,742,24,120,r,,berlin_000378_000019_gtFine_polygons.json
1,False,False,/data/crops/berlin_000378_000019_leftImg8bit_rF_2996,1059,1091,422,518,r,,berlin_000378_000019_gtFine_polygons.json
2,False,False,/data/crops/berlin_000378_000019_leftImg8bit_gF_2997,882,914,97,193,g,,berlin_000378_000019_gtFine_polygons.json
3,False,False,/data/crops/berlin_000378_000019_leftImg8bit_gF_2998,947,979,-22,74,g,,berlin_000378_000019_gtFine_polygons.json
4,False,False,/data/crops/berlin_000378_000019_leftImg8bit_gF_2999,1329,1361,252,348,g,,berlin_000378_000019_gtFine_polygons.json
5,False,False,/data/crops/berlin_000378_000019_leftImg8bit_gF_3000,906,938,130,226,g,,berlin_000378_000019_gtFine_polygons.json
6,False,False,/data/crops/berlin_000378_000019_leftImg8bit_gF_3001,904,936,-48,48,g,,berlin_000378_000019_gtFine_polygons.json
0,False,False,/data/crops/berlin_000380_000019_leftImg8bit_rF_3002,1551,1583,453,549,r,,berlin_000380_000019_gtFine_polygons.json
1,False,False,/data/crops/berlin_000380_000019_leftImg8bit_gF_3003,75,107,406,502,g,,berlin_000380_000019_gtFine_polygons.json
2,False,False,/data/crops/berlin_000380_000019_leftImg8bit_gF_3004,1112,1144,-5,91,g,,berlin_000380_000019_gtFine_polygons.json
3,False,False,/data/crops/berlin_000380_000019_leftImg8bit_gF_3005,1690,1722,212,308,g,,berlin_000380_000019_gtFine_polygons.json
4,False,False,/data/crops/berlin_000380_000019_leftImg8bit_gF_3006,1876,1908,-57,39,g,,berlin_000380_000019_gtFine_polygons.json
5,False,False,/data/crops/berlin_000380_000019_leftImg8bit_gF_3007,1543,1575,-1,95,g,,berlin_000380_000019_gtFine_polygons.json
6,False,False,/data/crops/berlin_000380_000019_leftImg8bit_gF_3008,1608,1640,393,489,g,,berlin_000380_000019_gtFine_polygons.json
7,False,False,/data/crops/berlin_000380_000019_leftImg8bit_gF_3009,1221,1253,52,148,g,,berlin_000380_000019_gtFine_polygons.json
0,False,False,/data/crops/berlin_000381_000019_leftImg8bit_gF_3010,673,705,403,499,g,,berlin_000381_000019_gtFine_polygons.json
0,False,False,/data/crops/berlin_000382_000019_leftImg8bit_rF_3011,1007,1039,35,131,r,,berlin_000382_000019_gtFine_polygons.json
1,False,False,/data/crops/berlin_000382_000019_leftImg8bit_gF_3012,990,1022,67,163,g,,berlin_000382_000019_gtFine_polygons.json
2,False,False,/data/crops/berlin_000382_000019_leftImg8bit_gF_3013,1438,1470,-35,61,g,,berlin_000382_000019_gtFine_polygons.json
3,False,False,/data/crops/berlin_000382_000019_leftImg8bit_gF_3014,999,1031,184,280,g,,berlin_000382_000019_gtFine_polygons.json
4,False,False,/data/crops/berlin_000382_000019_leftImg8bit_gF_3015,579,611,-14,82,g,,berlin_000382_000019_gtFine_polygons.json
0,False,False,/data/crops/berlin_000383_000019_leftImg8bit_rF_3016,1129,1161,-7,89,r,,berlin_000383_000019_gtFine_polygons.json
1,False,False,/data/crops/berlin_000383_000019_leftImg8bit_rF_3017,1009,1041,77,173,r,,berlin_000383_000019_gtFine_polygons.json
2,False,False,/data/crops/berlin_000383_000019_leftImg8bit_rF_3018,963,995,103,199,r,,berlin_000383_000019_gtFine_polygons.json
3,False,False,/data/crops/berlin_000383_000019_leftImg8bit_rF_3019,1081,1113,87,183,r,,berlin_000383_000019_gtFine_polygons.json
4,False,False,/data/crops/berlin_000383_000019_leftImg8bit_rF_3020,974,1006,54,150,r,,berlin_000383_000019_gtFine_polygons.json
5,False,False,/data/crops/berlin_000383_000019_leftImg8bit_gF_3021,975,1007,52,148,g,,berlin_000383_000019_gtFine_polygons.json
6,False,False,/data/crops/berlin_000383_000019_leftImg8bit_gF_3022,1134,1166,6,102,g,,berlin_000383_000019_gtFine_polygons.json
7,False,False,/data/crops/berlin_000383_000019_leftImg8bit_gF_3023,928,960,282,378,g,,berlin_000383_000019_gtFine_polygons.json
8,False,False,/data/crops/berlin_000383_000019_leftImg8bit_gF_3024,789,821,412,508,g,,berlin_000383_000019_gtFine_polygons.json
9,False,False,/data/crops/berlin_000383_000019_leftImg8bit_gF_3025,924,956,53,149,g,,berlin_000383_000019_gtFine_polygons.json
10,False,False,/data/crops/berlin_000383_000019_leftImg8bit_gF_3026,1276,1308,-61,35,g,,berlin_000383_000019_gtFine_polygons.json
11,False,False,/data/crops/berlin_000383_000019_leftImg8bit_gF_3027,1071,1103,-10,86,g,,berlin_000383_000019_gtFine_polygons.json
12,False,False,/data/crops/berlin_000383_000019_leftImg8bit_gF_3028,881,913,359,455,g,,berlin_000383_000019_gtFine_polygons.json
13,False,False,/data/crops/berlin_000383_000019_leftImg8bit_gF_3029,950,982,75,171,g,,berlin_000383_000019_gtFine_polygons.json
0,False,False,/data/crops/berlin_000384_000019_leftImg8bit_rF_3030,883,915,129,225,r,,berlin_000384_000019_gtFine_polygons.json
1,False,False,/data/crops/berlin_000384_000019_leftImg8bit_rF_3031,1153,1185,433,529,r,,berlin_000384_000019_gtFine_polygons.json
2,False,False,/data/crops/berlin_000384_000019_leftImg8bit_rF_3032,1050,1082,212,308,r,,berlin_000384_000019_gtFine_polygons.json
3,False,False,/data/crops/berlin_000384_000019_leftImg8bit_rF_3033,1048,1080,467,563,r,,berlin_000384_000019_gtFine_polygons.json
4,False,False,/data/crops/berlin_000384_000019_leftImg8bit_gF_3034,437,469,-22,74,g,,berlin_000384_000019_gtFine_polygons.json
5,False,False,/data/crops/berlin_000384_000019_leftImg8bit_gF_3035,712,744,57,153,g,,berlin_000384_000019_gtFine_polygons.json
6,False,False,/data/crops/berlin_000384_000019_leftImg8bit_gF_3036,620,652,-4,92,g,,berlin_000384_000019_gtFine_polygons.json
7,False,False,/data/crops/berlin_000384_000019_leftImg8bit_gF_3037,826,858,54,150,g,,berlin_000384_000019_gtFine_polygons.json
8,False,False,/data/crops/berlin_000384_000019_leftImg8bit_gF_3038,1419,1451,-61,35,g,,berlin_000384_000019_gtFine_polygons.json
9,False,False,/data/crops/berlin_000384_000019_leftImg8bit_gF_3039,528,560,1,97,g,,berlin_000384_000019_gtFine_polygons.json
10,False,False,/data/crops/berlin_000384_000019_leftImg8bit_gF_3040,688,720,11,107,g,,berlin_000384_000019_gtFine_polygons.json
11,False,False,/data/crops/berlin_000384_000019_leftImg8bit_gF_3041,658,690,-47,49,g,,berlin_000384_000019_gtFine_polygons.json
12,False,False,/data/crops/berlin_000384_000019_leftImg8bit_gF_3042,705,737,50,146,g,,berlin_000384_000019_gtFine_polygons.json
13,False,False,/data/crops/berlin_000384_000019_leftImg8bit_gF_3043,787,819,-62,34,g,,berlin_000384_000019_gtFine_polygons.json
14,False,False,/data/crops/berlin_000384_000019_leftImg8bit_gF_3044,671,703,12,108,g,,berlin_000384_000019_gtFine_polygons.json
15,False,False,/data/crops/berlin_000384_000019_leftImg8bit_gF_3045,833,865,17,113,g,,berlin_000384_000019_gtFine_polygons.json
16,False,False,/data/crops/berlin_000384_000019_leftImg8bit_gF_3046,693,725,-3,93,g,,berlin_000384_000019_gtFine_polygons.json
0,False,False,/data/crops/berlin_000385_000019_leftImg8bit_rF_3047,1254,1286,427,523,r,,berlin_000385_000019_gtFine_polygons.json
1,False,False,/data/crops/berlin_000385_000019_leftImg8bit_rF_3048,1378,1410,57,153,r,,berlin_000385_000019_gtFine_polygons.json
2,False,False,/data/crops/berlin_000385_000019_leftImg8bit_gF_3049,709,741,412,508,g,,berlin_000385_000019_gtFine_polygons.json
3,False,False,/data/crops/berlin_000385_000019_leftImg8bit_gF_3050,237,269,38,134,g,,berlin_000385_000019_gtFine_polygons.json
4,False,False,/data/crops/berlin_000385_000019_leftImg8bit_gF_3051,675,707,375,471,g,,berlin_000385_000019_gtFine_polygons.json
5,False,False,/data/crops/berlin_000385_000019_leftImg8bit_gF_3052,240,272,22,118,g,,berlin_000385_000019_gtFine_polygons.json
6,False,False,/data/crops/berlin_000385_000019_leftImg8bit_gF_3053,723,755,-41,55,g,,berlin_000385_000019_gtFine_polygons.json
7,False,False,/data/crops/berlin_000385_000019_leftImg8bit_gF_3054,223,255,200,296,g,,berlin_000385_000019_gtFine_polygons.json
8,False,False,/data/crops/berlin_000385_000019_leftImg8bit_gF_3055,288,320,-14,82,g,,berlin_000385_000019_gtFine_polygons.json
9,False,False,/data/crops/berlin_000385_000019_leftImg8bit_gF_3056,936,968,117,213,g,,berlin_000385_000019_gtFine_polygons.json
10,False,False,/data/crops/berlin_000385_000019_leftImg8bit_gF_3057,1439,1471,83,179,g,,berlin_000385_000019_gtFine_polygons.json
11,False,False,/data/crops/berlin_000385_000019_leftImg8bit_gF_3058,1322,1354,1,97,g,,berlin_000385_000019_gtFine_polygons.json
12,False,False,/data/crops/berlin_000385_000019_leftImg8bit_gF_3059,798,830,386,482,g,,berlin_000385_000019_gtFine_polygons.json
13,False,False,/data/crops/berlin_000385_000019_leftImg8bit_gF_3060,1308,1340,55,151,g,,berlin_000385_000019_gtFine_polygons.json
0,False,False,/data/crops/berlin_000386_000019_leftImg8bit_rF_3061,656,688,455,551,r,,berlin_000386_000019_gtFine_polygons.json
1,False,False,/data/crops/berlin_000386_000019_leftImg8bit_rF_3062,822,854,419,515,r,,berlin_000386_000019_gtFine_polygons.json
2,False,False,/data/crops/berlin_000386_000019_leftImg8bit_rF_3063,868,900,416,512,r,,berlin_000386_000019_gtFine_polygons.json
3,False,False,/data/crops/berlin_000386_000019_leftImg8bit_gF_3064,1189,1221,41,137,g,,berlin_000386_000019_gtFine_polygons.json
4,False,False,/data/crops/berlin_000386_000019_leftImg8bit_gF_3065,947,979,199,295,g,,berlin_000386_000019_gtFine_polygons.json
5,False,False,/data/crops/berlin_000386_000019_leftImg8bit_gF_3066,1160,1192,-4,92,g,,berlin_000386_000019_gtFine_polygons.json
6,False,False,/data/crops/berlin_000386_000019_leftImg8bit_gF_3067,1199,1231,-59,37,g,,berlin_000386_000019_gtFine_polygons.json
7,False,False,/data/crops/berlin_000386_000019_leftImg8bit_gF_3068,507,539,429,525,g,,berlin_000386_000019_gtFine_polygons.json
8,False,False,/data/crops/berlin_000386_000019_leftImg8bit_gF_3069,1228,1260,-17,79,g,,berlin_000386_000019_gtFine_polygons.json
9,False,False,/data/crops/berlin_000386_000019_leftImg8bit_gF_3070,878,910,38,134,g,,berlin_000386_000019_gtFine_polygons.json
10,False,False,/data/crops/berlin_000386_000019_leftImg8bit_gF_3071,1291,1323,-28,68,g,,berlin_000386_000019_gtFine_polygons.json
11,False,False,/data/crops/berlin_000386_000019_leftImg8bit_gF_3072,1167,1199,-24,72,g,,berlin_000386_000019_gtFine_polygons.json
12,False,False,/data/crops/berlin_000386_000019_leftImg8bit_gF_3073,963,995,230,326,g,,berlin_000386_000019_gtFine_polygons.json
13,False,False,/data/crops/berlin_000386_000019_leftImg8bit_gF_3074,889,921,68,164,g,,berlin_000386_000019_gtFine_polygons.json
14,False,False,/data/crops/berlin_000386_000019_leftImg8bit_gF_3075,670,702,437,533,g,,berlin_000386_000019_gtFine_polygons.json
0,False,False,/data/crops/berlin_000387_000019_leftImg8bit_rF_3076,1302,1334,392,488,r,,berlin_000387_000019_gtFine_polygons.json
1,False,False,/data/crops/berlin_000387_000019_leftImg8bit_rF_3077,1082,1114,403,499,r,,berlin_000387_000019_gtFine_polygons.json
2,False,False,/data/crops/berlin_000387_000019_leftImg8bit_rF_3078,1302,1334,408,504,r,,berlin_000387_000019_gtFine_polygons.json
3,False,False,/data/crops/berlin_000387_000019_leftImg8bit_rF_3079,1027,1059,426,522,r,,berlin_000387_000019_gtFine_polygons.json
4,False,False,/data/crops/berlin_000387_000019_leftImg8bit_rF_3080,1035,1067,92,188,r,,berlin_000387_000019_gtFine_polygons.json
5,False,False,/data/crops/berlin_000387_000019_leftImg8bit_rF_3081,1026,1058,243,339,r,,berlin_000387_000019_gtFine_polygons.json
6,False,False,/data/crops/berlin_000387_000019_leftImg8bit_rF_3082,1050,1082,424,520,r,,berlin_000387_000019_gtFine_polygons.json
7,False,False,/data/crops/berlin_000387_000019_leftImg8bit_rF_3083,1017,1049,60,156,r,,berlin_000387_000019_gtFine_polygons.json
8,False,False,/data/crops/berlin_000387_000019_leftImg8bit_rF_3084,1023,1055,17,113,r,,berlin_000387_000019_gtFine_polygons.json
9,False,False,/data/crops/berlin_000387_000019_leftImg8bit_rF_3085,880,912,416,512,r,,berlin_000387_000019_gtFine_polygons.json
10,False,False,/data/crops/berlin_000387_000019_leftImg8bit_rF_3086,706,738,427,523,r,,berlin_000387_000019_gtFine_polygons.json
11,False,False,/data/crops/berlin_000387_000019_leftImg8bit_gF_3087,1058,1090,-54,42,g,,berlin_000387_000019_gtFine_polygons.json
12,False,False,/data/crops/berlin_000387_000019_leftImg8bit_gF_3088,740,772,100,196,g,,berlin_000387_000019_gtFine_polygons.json
13,False,False,/data/crops/berlin_000387_000019_leftImg8bit_gF_3089,1276,1308,236,332,g,,berlin_000387_000019_gtFine_polygons.json
14,False,False,/data/crops/berlin_000387_000019_leftImg8bit_gF_3090,1151,1183,-62,34,g,,berlin_000387_000019_gtFine_polygons.json
15,False,False,/data/crops/berlin_000387_000019_leftImg8bit_gF_3091,1051,1083,35,131,g,,berlin_000387_000019_gtFine_polygons.json
0,False,False,/data/crops/berlin_000388_000019_leftImg8bit_rF_3092,963,995,421,517,r,,berlin_000388_000019_gtFine_polygons.json
1,False,False,/data/crops/berlin_000388_000019_leftImg8bit_rF_3093,1212,1244,34,130,r,,berlin_000388_000019_gtFine_polygons.json
2,False,False,/data/crops/berlin_000388_000019_leftImg8bit_rF_3094,1228,1260,18,114,r,,berlin_000388_000019_gtFine_polygons.json
3,False,False,/data/crops/berlin_000388_000019_leftImg8bit_rF_3095,1891,1923,407,503,r,,berlin_000388_000019_gtFine_polygons.json
4,False,False,/data/crops/berlin_000388_000019_leftImg8bit_rF_3096,977,1009,0,96,r,,berlin_000388_000019_gtFine_polygons.json
5,False,False,/data/crops/berlin_000388_000019_leftImg8bit_rF_3097,1210,1242,111,207,r,,berlin_000388_000019_gtFine_polygons.json
6,False,False,/data/crops/berlin_000388_000019_leftImg8bit_rF_3098,766,798,-10,86,r,,berlin_000388_000019_gtFine_polygons.json
7,False,False,/data/crops/berlin_000388_000019_leftImg8bit_rF_3099,961,993,405,501,r,,berlin_000388_000019_gtFine_polygons.json
8,False,False,/data/crops/berlin_000388_000019_leftImg8bit_rF_3100,1210,1242,15,111,r,,berlin_000388_000019_gtFine_polygons.json
9,False,False,/data/crops/berlin_000388_000019_leftImg8bit_rF_3101,339,371,471,567,r,,berlin_000388_000019_gtFine_polygons.json
10,False,False,/data/crops/berlin_000388_000019_leftImg8bit_rF_3102,555,587,431,527,r,,berlin_000388_000019_gtFine_polygons.json
11,False,False,/data/crops/berlin_000388_000019_leftImg8bit_rF_3103,1004,1036,415,511,r,,berlin_000388_000019_gtFine_polygons.json
12,False,False,/data/crops/berlin_000388_000019_leftImg8bit_rF_3104,1054,1086,415,511,r,,berlin_000388_000019_gtFine_polygons.json
13,False,False,/data/crops/berlin_000388_000019_leftImg8bit_gF_3105,897,929,425,521,g,,berlin_000388_000019_gtFine_polygons.json
0,False,False,/data/crops/berlin_000389_000019_leftImg8bit_rF_3106,447,479,26,122,r,,berlin_000389_000019_gtFine_polygons.json
1,False,False,/data/crops/berlin_000389_000019_leftImg8bit_rF_3107,153,185,108,204,r,,berlin_000389_000019_gtFine_polygons.json
2,False,False,/data/crops/berlin_000389_000019_leftImg8bit_rF_3108,308,340,115,211,r,,berlin_000389_000019_gtFine_polygons.json
3,False,False,/data/crops/berlin_000389_000019_leftImg8bit_rF_3109,65,97,17,113,r,,berlin_000389_000019_gtFine_polygons.json
4,False,False,/data/crops/berlin_000389_000019_leftImg8bit_rF_3110,1421,1453,331,427,r,,berlin_000389_000019_gtFine_polygons.json
5,False,False,/data/crops/berlin_000389_000019_leftImg8bit_rF_3111,54,86,15,111,r,,berlin_000389_000019_gtFine_polygons.json
6,False,False,/data/crops/berlin_000389_000019_leftImg8bit_rF_3112,559,591,105,201,r,,berlin_000389_000019_gtFine_polygons.json
7,False,False,/data/crops/berlin_000389_000019_leftImg8bit_rF_3113,675,707,0,96,r,,berlin_000389_000019_gtFine_polygons.json
8,False,False,/data/crops/berlin_000389_000019_leftImg8bit_rF_3114,338,370,91,187,r,,berlin_000389_000019_gtFine_polygons.json
9,False,False,/data/crops/berlin_000389_000019_leftImg8bit_gF_3115,22,54,-43,53,g,,berlin_000389_000019_gtFine_polygons.json
10,False,False,/data/crops/berlin_000389_000019_leftImg8bit_gF_3116,299,331,67,163,g,,berlin_000389_000019_gtFine_polygons.json
11,False,False,/data/crops/berlin_000389_000019_leftImg8bit_gF_3117,600,632,378,474,g,,berlin_000389_000019_gtFine_polygons.json
12,False,False,/data/crops/berlin_000389_000019_leftImg8bit_gF_3118,1183,1215,-57,39,g,,berlin_000389_000019_gtFine_polygons.json
13,False,False,/data/crops/berlin_000389_000019_leftImg8bit_gF_3119,1174,1206,-47,49,g,,berlin_000389_000019_gtFine_polygons.json
14,False,False,/data/crops/berlin_000389_000019_leftImg8bit_gF_3120,923,955,37,133,g,,berlin_000389_000019_gtFine_polygons.json
15,False,False,/data/crops/berlin_000389_000019_leftImg8bit_gF_3121,1227,1259,-53,43,g,,berlin_000389_000019_gtFine_polygons.json
0,False,False,/data/crops/berlin_000390_000019_leftImg8bit_rF_3122,382,414,289,385,r,,berlin_000390_000019_gtFine_polygons.json
1,False,False,/data/crops/berlin_000390_000019_leftImg8bit_rF_3123,276,308,279,375,r,,berlin_000390_000019_gtFine_polygons.json
2,False,False,/data/crops/berlin_000390_000019_leftImg8bit_rF_3124,18,50,313,409,r,,berlin_000390_000019_gtFine_polygons.json
3,False,False,/data/crops/berlin_000390_000019_leftImg8bit_rF_3125,404,436,467,563,r,,berlin_000390_000019_gtFine_polygons.json
0,False,False,/data/crops/berlin_000391_000019_leftImg8bit_rF_3126,705,737,324,420,r,,berlin_000391_000019_gtFine_polygons.json
1,False,False,/data/crops/berlin_000391_000019_leftImg8bit_rF_3127,544,576,69,165,r,,berlin_000391_000019_gtFine_polygons.json
2,False,False,/data/crops/berlin_000391_000019_leftImg8bit_rF_3128,783,815,435,531,r,,berlin_000391_000019_gtFine_polygons.json
3,False,False,/data/crops/berlin_000391_000019_leftImg8bit_gF_3129,461,493,-8,88,g,,berlin_000391_000019_gtFine_polygons.json
4,False,False,/data/crops/berlin_000391_000019_leftImg8bit_gF_3130,764,796,297,393,g,,berlin_000391_000019_gtFine_polygons.json
5,False,False,/data/crops/berlin_000391_000019_leftImg8bit_gF_3131,1995,2027,-22,74,g,,berlin_000391_000019_gtFine_polygons.json
6,False,False,/data/crops/berlin_000391_000019_leftImg8bit_gF_3132,651,683,-29,67,g,,berlin_000391_000019_gtFine_polygons.json
7,False,False,/data/crops/berlin_000391_000019_leftImg8bit_gF_3133,808,840,13,109,g,,berlin_000391_000019_gtFine_polygons.json
8,False,False,/data/crops/berlin_000391_000019_leftImg8bit_gF_3134,1885,1917,28,124,g,,berlin_000391_000019_gtFine_polygons.json
9,False,False,/data/crops/berlin_000391_000019_leftImg8bit_gF_3135,640,672,-34,62,g,,berlin_000391_000019_gtFine_polygons.json
10,False,False,/data/crops/berlin_000391_000019_leftImg8bit_gF_3136,1992,2024,29,125,g,,berlin_000391_000019_gtFine_polygons.json
11,False,False,/data/crops/berlin_000391_000019_leftImg8bit_gF_3137,1783,1815,350,446,g,,berlin_000391_000019_gtFine_polygons.json
0,False,False,/data/crops/berlin_000392_000019_leftImg8bit_rF_3138,1197,1229,55,151,r,,berlin_000392_000019_gtFine_polygons.json
1,False,False,/data/crops/berlin_000392_000019_leftImg8bit_rF_3139,821,853,-7,89,r,,berlin_000392_000019_gtFine_polygons.json
2,False,False,/data/crops/berlin_000392_000019_leftImg8bit_gF_3140,1229,1261,11,107,g,,berlin_000392_000019_gtFine_polygons.json
3,False,False,/data/crops/berlin_000392_000019_leftImg8bit_gF_3141,364,396,401,497,g,,berlin_000392_000019_gtFine_polygons.json
4,False,False,/data/crops/berlin_000392_000019_leftImg8bit_gF_3142,741,773,319,415,g,,berlin_000392_000019_gtFine_polygons.json
5,False,False,/data/crops/berlin_000392_000019_leftImg8bit_gF_3143,847,879,50,146,g,,berlin_000392_000019_gtFine_polygons.json
6,False,False,/data/crops/berlin_000392_000019_leftImg8bit_gF_3144,533,565,408,504,g,,berlin_000392_000019_gtFine_polygons.json
7,False,False,/data/crops/berlin_000392_000019_leftImg8bit_gF_3145,1279,1311,-17,79,g,,berlin_000392_000019_gtFine_polygons.json
8,False,False,/data/crops/berlin_000392_000019_leftImg8bit_gF_3146,846,878,-16,80,g,,berlin_000392_000019_gtFine_polygons.json
0,False,False,/data/crops/berlin_000393_000019_leftImg8bit_rF_3147,1194,1226,4,100,r,,berlin_000393_000019_gtFine_polygons.json
1,False,False,/data/crops/berlin_000393_000019_leftImg8bit_rF_3148,961,993,410,506,r,,berlin_000393_000019_gtFine_polygons.json
2,False,False,/data/crops/berlin_000393_000019_leftImg8bit_rF_3149,1179,1211,-10,86,r,,berlin_000393_000019_gtFine_polygons.json
3,False,False,/data/crops/berlin_000393_000019_leftImg8bit_rF_3150,965,997,399,495,r,,berlin_000393_000019_gtFine_polygons.json
4,False,False,/data/crops/berlin_000393_000019_leftImg8bit_rF_3151,336,368,476,572,r,,berlin_000393_000019_gtFine_polygons.json
5,False,False,/data/crops/berlin_000393_000019_leftImg8bit_gF_3152,1406,1438,435,531,g,,berlin_000393_000019_gtFine_polygons.json
6,False,False,/data/crops/berlin_000393_000019_leftImg8bit_gF_3153,203,235,406,502,g,,berlin_000393_000019_gtFine_polygons.json
7,False,False,/data/crops/berlin_000393_000019_leftImg8bit_gF_3154,1168,1200,-42,54,g,,berlin_000393_000019_gtFine_polygons.json
0,False,False,/data/crops/berlin_000394_000019_leftImg8bit_rF_3155,634,666,11,107,r,,berlin_000394_000019_gtFine_polygons.json
1,False,False,/data/crops/berlin_000394_000019_leftImg8bit_rF_3156,660,692,20,116,r,,berlin_000394_000019_gtFine_polygons.json
2,False,False,/data/crops/berlin_000394_000019_leftImg8bit_gF_3157,163,195,-20,76,g,,berlin_000394_000019_gtFine_polygons.json
3,False,False,/data/crops/berlin_000394_000019_leftImg8bit_gF_3158,1637,1669,433,529,g,,berlin_000394_000019_gtFine_polygons.json
4,False,False,/data/crops/berlin_000394_000019_leftImg8bit_gF_3159,1800,1832,278,374,g,,berlin_000394_000019_gtFine_polygons.json
5,False,False,/data/crops/berlin_000394_000019_leftImg8bit_gF_3160,657,689,-20,76,g,,berlin_000394_000019_gtFine_polygons.json
6,False,False,/data/crops/berlin_000394_000019_leftImg8bit_gF_3161,239,271,374,470,g,,berlin_000394_000019_gtFine_polygons.json
7,False,False,/data/crops/berlin_000394_000019_leftImg8bit_gF_3162,655,687,-29,67,g,,berlin_000394_000019_gtFine_polygons.json
8,False,False,/data/crops/berlin_000394_000019_leftImg8bit_gF_3163,476,508,-50,46,g,,berlin_000394_000019_gtFine_polygons.json
9,False,False,/data/crops/berlin_000394_000019_leftImg8bit_gF_3164,1149,1181,43,139,g,,berlin_000394_000019_gtFine_polygons.json
10,False,False,/data/crops/berlin_000394_000019_leftImg8bit_gF_3165,1144,1176,39,135,g,,berlin_000394_000019_gtFine_polygons.json
11,False,False,/data/crops/berlin_000394_000019_leftImg8bit_gF_3166,742,774,-9,87,g,,berlin_000394_000019_gtFine_polygons.json
12,False,False,/data/crops/berlin_000394_000019_leftImg8bit_gF_3167,1167,1199,81,177,g,,berlin_000394_000019_gtFine_polygons.json
0,False,False,/data/crops/berlin_000395_000019_leftImg8bit_rF_3168,679,711,-16,80,r,,berlin_000395_000019_gtFine_polygons.json
1,False,False,/data/crops/berlin_000395_000019_leftImg8bit_rF_3169,782,814,77,173,r,,berlin_000395_000019_gtFine_polygons.json
2,False,False,/data/crops/berlin_000395_000019_leftImg8bit_rF_3170,824,856,134,230,r,,berlin_000395_000019_gtFine_polygons.json
3,False,False,/data/crops/berlin_000395_000019_leftImg8bit_rF_3171,148,180,200,296,r,,berlin_000395_000019_gtFine_polygons.json
4,False,False,/data/crops/berlin_000395_000019_leftImg8bit_gF_3172,784,816,137,233,g,,berlin_000395_000019_gtFine_polygons.json
5,False,False,/data/crops/berlin_000395_000019_leftImg8bit_gF_3173,646,678,231,327,g,,berlin_000395_000019_gtFine_polygons.json
6,False,False,/data/crops/berlin_000395_000019_leftImg8bit_gF_3174,822,854,150,246,g,,berlin_000395_000019_gtFine_polygons.json
7,False,False,/data/crops/berlin_000395_000019_leftImg8bit_gF_3175,639,671,11,107,g,,berlin_000395_000019_gtFine_polygons.json
8,False,False,/data/crops/berlin_000395_000019_leftImg8bit_gF_3176,1489,1521,361,457,g,,berlin_000395_000019_gtFine_polygons.json
9,False,False,/data/crops/berlin_000395_000019_leftImg8bit_gF_3177,674,706,-41,55,g,,berlin_000395_000019_gtFine_polygons.json
10,False,False,/data/crops/berlin_000395_000019_leftImg8bit_gF_3178,581,613,-48,48,g,,berlin_000395_000019_gtFine_polygons.json
11,False,False,/data/crops/berlin_000395_000019_leftImg8bit_gF_3179,784,816,107,203,g,,berlin_000395_000019_gtFine_polygons.json
0,False,False,/data/crops/berlin_000396_000019_leftImg8bit_rF_3180,722,754,438,534,r,,berlin_000396_000019_gtFine_polygons.json
1,False,False,/data/crops/berlin_000396_000019_leftImg8bit_rF_3181,1273,1305,352,448,r,,berlin_000396_000019_gtFine_polygons.json
2,False,False,/data/crops/berlin_000396_000019_leftImg8bit_rF_3182,1491,1523,440,536,r,,berlin_000396_000019_gtFine_polygons.json
3,False,False,/data/crops/berlin_000396_000019_leftImg8bit_rF_3183,1796,1828,146,242,r,,berlin_000396_000019_gtFine_polygons.json
4,False,False,/data/crops/berlin_000396_000019_leftImg8bit_gF_3184,888,920,373,469,g,,berlin_000396_000019_gtFine_polygons.json
